B+ Execution Time (ms),Secondary Execution Time (ms),B+ Avg Score,Sec Avg Score,B+ Max Score,Sec Max Score,Number of Operators,File
638.347864151001,4390.421390533447,0.84525,1,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1076177/question/1.xml
644.9320316314697,4407.749891281128,0.7891507024265645,1,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1076177/question/2.xml
630.8116912841797,4380.261659622192,0.7612803320561942,1,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1076177/question/3.xml
144.93727684020996,13323.178768157959,0.5296630988218853,0.6274103724752907,1,1,9,./../../Downloads/dataset_full/dataset_full/math/107931/question/2.xml
144.04582977294922,13418.886423110962,0.5236514326295006,0.6274103724752907,1,1,9,./../../Downloads/dataset_full/dataset_full/math/107931/question/3.xml
179.3837547302246,4218.210697174072,0.8104651834208485,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1080016/question/2.xml
398.7429141998291,18861.522674560547,0.7053518013906338,0.7527177624232242,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1080016/question/3.xml
653.2247066497803,5811.478853225708,0.7378981741699323,0.7261038623727505,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1080016/question/4.xml
2189.6228790283203,12078.212022781372,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1080016/question/5.xml
2182.135820388794,12107.491970062256,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1080016/question/6.xml
2175.5354404449463,12258.013248443604,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1080016/question/7.xml
388.32974433898926,3527.296781539917,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1081020/question/1.xml
149.17302131652832,10897.655487060547,0.7238195346650833,0.761835899432136,1,1,7,./../../Downloads/dataset_full/dataset_full/math/1081020/question/5.xml
169.16370391845703,11816.598653793335,0.7033587810693999,0.6793483741973756,1,1,7,./../../Downloads/dataset_full/dataset_full/math/1081020/question/6.xml
120.56183815002441,109.50827598571777,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1081020/question/7.xml
135.4384422302246,114.55035209655762,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1081020/question/8.xml
374.09186363220215,520.2333927154541,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1081364/question/0.xml
271.47984504699707,11702.770471572876,1,1,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1081364/question/1.xml
576.2698650360107,16987.927198410034,0.5654972528270275,0.6561315087105317,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1081364/question/2.xml
207.3805332183838,16505.91731071472,0.5215112402484475,0.57498813081337,1,1,13,./../../Downloads/dataset_full/dataset_full/math/1081364/question/3.xml
179.8076629638672,12244.371891021729,0.6280966822382962,0.6865774191468182,1,1,7,./../../Downloads/dataset_full/dataset_full/math/1081364/question/4.xml
