B+ Execution Time (ms),B Execution Time (ms),B+ Avg Score,B Avg Score,B+ Max Score,B Max Score,Number of Operators,File
1941.2012100219727,1911.2913608551025,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1029813/question/3.xml
219.6035385131836,249.99356269836426,1,1,1,1,2,./../../Downloads/dataset_full/dataset_full/math/1029813/question/4.xml
112.28060722351074,140.61880111694336,0.5179248403291272,0.5179248403291272,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1029813/question/6.xml
93.75,125.00166893005371,0.5737777549664643,0.5737777549664643,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1029813/question/8.xml
62.49833106994629,95.28994560241699,0.6502678571428571,0.6502678571428571,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1029813/question/9.xml
1895.9217071533203,1929.1818141937256,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1030204/question/3.xml
218.75286102294922,236.68789863586426,1,1,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1034156/question/1.xml
312.4973773956299,330.1370143890381,1,1,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1034156/question/2.xml
1174.800157546997,1144.7510719299316,1,1,1,1,6,./../../Downloads/dataset_full/dataset_full/math/1034156/question/3.xml
658.4587097167969,689.2962455749512,1,1,1,1,5,./../../Downloads/dataset_full/dataset_full/math/1038340/question/1.xml
374.9978542327881,392.7342891693115,0.7017661505063992,0.7017661505063992,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1038340/question/2.xml
344.4671630859375,344.8352813720703,0.7112587326753479,0.7112587326753479,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1038340/question/3.xml
156.36610984802246,140.61832427978516,0.9246031746031746,0.9246031746031746,1,1,3,./../../Downloads/dataset_full/dataset_full/math/10400/question/1.xml
658.2379341125488,641.8900489807129,0.8869959244959245,0.8869959244959245,1,1,2,./../../Downloads/dataset_full/dataset_full/math/10400/question/3.xml
249.99618530273438,266.66927337646484,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/10400/question/4.xml
140.7158374786377,125.00715255737305,0.5360835300771666,0.5360835300771666,1,1,5,./../../Downloads/dataset_full/dataset_full/math/10400/question/5.xml
78.125,109.38596725463867,0.6616999263580415,0.6616999263580415,1,1,6,./../../Downloads/dataset_full/dataset_full/math/10400/question/6.xml
126.04999542236328,171.97799682617188,0.9850529100529101,0.9850529100529101,1,1,3,./../../Downloads/dataset_full/dataset_full/math/1040128/question/0.xml
2614.103078842163,2631.7708492279053,1,1,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040128/question/1.xml
125.00214576721191,159.73830223083496,0.5496143784268226,0.5496143784268226,1,1,9,./../../Downloads/dataset_full/dataset_full/math/1040314/question/1.xml
46.86999320983887,64.03803825378418,0.9092261904761905,0.9092261904761905,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040314/question/17.xml
93.7492847442627,93.74403953552246,0.6317783816425121,0.6317783816425121,1,1,4,./../../Downloads/dataset_full/dataset_full/math/1040314/question/19.xml
1330.0502300262451,1300.0504970550537,0.9912698412698413,0.9912698412698413,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040314/question/2.xml
1003.4682750701904,1019.787073135376,0.7666245791245792,0.7666245791245792,1,1,1,./../../Downloads/dataset_full/dataset_full/math/1040314/question/20.xml
